treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text,maxdiff_mean,sample_size,partisanship,persuadability_score
1,1,74.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.011976242830469275
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.2676768365857699
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.1684830336919243
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Very Favorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.4455185862252794
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.6067469403426491
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.6204366892268613
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.8819756516640035
1,1,74.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.5304933592134679
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.164442683702967
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.8720607578154937
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.8596414505767997
1,0,74.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Somewhat unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.3489092734762379
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.8707447301407553
1,0,74.0,Republican Donald Trump,Democrat Kamala Harris,Somewhat unfavorable,Somewhat favorable,Very Unfavorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.46789247178717075
1,0,74.0,Democrat Joe Biden,Republican Donald Trump,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.4169452675547741
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.9002625410778071
1,0,74.0,Republican Donald Trump,Democrat Kamala Harris,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.06449686206546468
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.9273065717426637
1,0,74.0,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.027457592180266
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.7503640877815779
1,0,74.0,other_did_not_vote,other_did_not_vote,Very favorable,Very unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.949329704020026
1,0,66.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Somewhat Favorable,Donald Trump's policies would stop projects to make roads safer for kids walking to school and reduce traffic in your neighborhood.,0.374000902236779,1002.0,Independent,0.023206283885700563
1,1,66.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's policies would stop projects to make roads safer for kids walking to school and reduce traffic in your neighborhood.,0.374000902236779,1002.0,Republican,0.8036957935835513
1,0,66.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Somewhat Unfavorable,Somewhat Unfavorable,Donald Trump's policies would stop projects to make roads safer for kids walking to school and reduce traffic in your neighborhood.,0.374000902236779,1002.0,Independent,0.05695848665373815
